event_id,customer,session,install,type,page,body,value,ts
V000383,K0006,E00040,I00040,purchase,,,11600,2024-03-14
V000384,K0006,E00040,I00040,install,,,,2024-04-13
V000385,K0006,E00040,I00040,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2025-05-03
V000386,K0006,E00040,I00040,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2025-05-03
V000387,K0006,E00040,I00040,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2025-03-08
V000388,K0006,E00040,I00040,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2025-03-08
V000389,K0006,E00040,I00040,fault_report,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2024-05-07
V000390,K0006,E00040,I00040,ticket_open,,"bearing play after continuous running, wear on the drive belt, third shift usage",,2024-05-07
V000391,K0006,E00040,I00040,feedback_given,,support took days to come back to us while the line was stopped,,2025-04-09
V000392,K0006,E00040,I00040,reorder,,,,2025-05-18
V000393,K0135,E00041,I00041,ad_click,/spec-sheets,,,2024-05-29
V000394,K0135,E00041,I00041,page_view,/spec-sheets,,,2024-05-30
V000395,K0135,E00041,I00041,page_view,/contact,,,2024-05-31
V000396,K0135,E00041,I00041,page_view,/pricing,,,2024-06-01
V000397,K0135,E00041,I00041,spec_download,,,,2024-06-02
V000398,K0135,E00041,I00041,quote_request,,,,2024-06-07
V000399,K0135,E00041,I00041,purchase,,,4100,2024-06-28
V000400,K0135,E00041,I00041,install,,,,2024-07-28
V000401,K0135,E00041,I00041,feedback_given,,"solid machine, support answered quickly when we asked",,2024-10-05
V000402,K0135,E00041,I00041,reorder,,,,2025-09-01
V000403,K0372,E00042,I00042,ad_click,/pricing,,,2024-03-12
V000404,K0372,E00042,I00042,page_view,/spec-sheets,,,2024-03-13
V000405,K0372,E00042,I00042,page_view,/pricing,,,2024-03-14
V000406,K0372,E00042,I00042,page_view,/case-studies,,,2024-03-15
V000407,K0372,E00042,I00042,spec_download,,,,2024-03-16
V000408,K0372,E00042,I00042,quote_request,,,,2024-03-21
V000409,K0372,E00042,I00042,purchase,,,23600,2024-04-11
V000410,K0372,E00042,I00042,install,,,,2024-05-11
V000411,K0372,E00042,I00042,lapse,,,,2025-06-15
V000412,K0518,E00043,I00043,ad_click,/pricing,,,2025-02-07
V000413,K0518,E00043,I00043,page_view,/contact,,,2025-02-08
V000414,K0518,E00043,I00043,page_view,/pricing,,,2025-02-09
V000415,K0518,E00043,I00043,page_view,/pricing,,,2025-02-10
V000416,K0518,E00043,I00043,spec_download,,,,2025-02-11
V000417,K0518,E00043,I00043,quote_request,,,,2025-02-16
V000418,K0518,E00043,I00043,purchase,,,79650,2025-03-09
V000419,K0518,E00043,I00043,install,,,,2025-04-08
V000420,K0518,E00043,I00043,reorder,,,,2026-05-13
V000421,K0447,E00044,I00044,ad_click,/case-studies,,,2024-06-14
V000422,K0447,E00044,I00044,page_view,/contact,,,2024-06-15
V000423,K0447,E00044,I00044,page_view,/case-studies,,,2024-06-16
V000424,K0447,E00044,I00044,page_view,/case-studies,,,2024-06-17
V000425,K0447,E00044,I00044,spec_download,,,,2024-06-18
V000426,K0447,E00044,I00044,quote_request,,,,2024-06-23
V000427,K0447,E00044,I00044,purchase,,,11250,2024-07-14
V000428,K0447,E00044,I00044,install,,,,2024-08-13
V000429,K0447,E00044,I00044,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2024-12-15
V000430,K0447,E00044,I00044,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2024-12-15
V000431,K0447,E00044,I00044,feedback_given,,wear parts go faster than expected at our duty cycle,,2025-11-18
V000432,K0447,E00044,I00044,reorder,,,,2025-09-17
V000433,K0090,E00045,I00045,ad_click,/case-studies,,,2024-04-01
V000434,K0090,E00045,I00045,page_view,/pricing,,,2024-04-02
V000435,K0090,E00045,I00045,page_view,/spec-sheets,,,2024-04-03
V000436,K0090,E00045,I00045,spec_download,,,,2024-04-05
V000437,K0090,E00045,I00045,quote_request,,,,2024-04-10
V000438,K0090,E00045,I00045,purchase,,,11600,2024-05-01
V000439,K0090,E00045,I00045,install,,,,2024-05-31
V000440,K0090,E00045,I00045,reorder,,,,2025-07-05
V000441,K0368,E00046,I00046,ad_click,/pricing,,,2024-02-05
V000442,K0368,E00046,I00046,page_view,/pricing,,,2024-02-06
V000443,K0368,E00046,I00046,page_view,/products,,,2024-02-07
V000444,K0368,E00046,I00046,quote_request,,,,2024-02-14
V000445,K0368,E00046,I00046,purchase,,,27100,2024-03-06
V000446,K0368,E00046,I00046,install,,,,2024-04-05
V000447,K0368,E00046,I00046,reorder,,,,2025-05-10
V000448,K0065,E00047,I00047,ad_click,/products,,,2024-09-13
V000449,K0065,E00047,I00047,page_view,/contact,,,2024-09-14
V000450,K0065,E00047,I00047,page_view,/pricing,,,2024-09-15
V000451,K0065,E00047,I00047,spec_download,,,,2024-09-17
V000452,K0065,E00047,I00047,quote_request,,,,2024-09-22
V000453,K0065,E00047,I00047,purchase,,,27000,2024-10-13
V000454,K0065,E00047,I00047,install,,,,2024-11-12
V000455,K0065,E00047,I00047,ticket_open,,"intermittent contactor fault, panel resets on its own, no pattern found",,2025-04-17
V000456,K0065,E00047,I00047,reorder,,,,2025-12-17
V000457,K0079,E00048,I00048,ad_click,/case-studies,,,2024-02-06
V000458,K0079,E00048,I00048,page_view,/pricing,,,2024-02-07
V000459,K0079,E00048,I00048,page_view,/spec-sheets,,,2024-02-08
V000460,K0079,E00048,I00048,page_view,/contact,,,2024-02-09
V000461,K0079,E00048,I00048,spec_download,,,,2024-02-10
V000462,K0079,E00048,I00048,quote_request,,,,2024-02-15
V000463,K0079,E00048,I00048,purchase,,,56500,2024-03-07
V000464,K0079,E00048,I00048,install,,,,2024-04-06
V000465,K0079,E00048,I00048,reorder,,,,2025-05-11
V000466,K0354,E00049,I00049,ad_click,/spec-sheets,,,2024-04-08
V000467,K0354,E00049,I00049,page_view,/case-studies,,,2024-04-09
V000468,K0354,E00049,I00049,page_view,/products,,,2024-04-10
V000469,K0354,E00049,I00049,spec_download,,,,2024-04-12
V000470,K0354,E00049,I00049,quote_request,,,,2024-04-17
V000471,K0354,E00049,I00049,purchase,,,23200,2024-05-08
V000472,K0354,E00049,I00049,install,,,,2024-06-07
V000473,K0354,E00049,I00049,reorder,,,,2025-07-12
V000474,K0329,E00050,I00050,ad_click,/contact,,,2024-05-31
V000475,K0329,E00050,I00050,page_view,/case-studies,,,2024-06-01
V000476,K0329,E00050,I00050,page_view,/spec-sheets,,,2024-06-02
V000477,K0329,E00050,I00050,spec_download,,,,2024-06-04
V000478,K0329,E00050,I00050,quote_request,,,,2024-06-09
V000479,K0329,E00050,I00050,purchase,,,9000,2024-06-30
V000480,K0329,E00050,I00050,install,,,,2024-07-30
V000481,K0329,E00050,I00050,ticket_open,,"control board error code 21, replaced the relay, fault cleared",,2024-10-06
V000482,K0329,E00050,I00050,lapse,,,,2025-09-03
V000483,K0076,E00051,I00051,ad_click,/case-studies,,,2024-02-26
V000484,K0076,E00051,I00051,page_view,/pricing,,,2024-02-27
V000485,K0076,E00051,I00051,page_view,/spec-sheets,,,2024-02-28
V000486,K0076,E00051,I00051,page_view,/pricing,,,2024-02-29
V000487,K0076,E00051,I00051,spec_download,,,,2024-03-01
V000488,K0076,E00051,I00051,quote_request,,,,2024-03-06
V000489,K0076,E00051,I00051,purchase,,,11750,2024-03-27
V000490,K0076,E00051,I00051,install,,,,2024-04-26
V000491,K0076,E00051,I00051,feedback_given,,"runs well, uptime has been excellent since commissioning",,2024-10-02
V000492,K0076,E00051,I00051,reorder,,,,2025-05-31
V000493,K0294,E00052,I00052,ad_click,/contact,,,2024-03-30
V000494,K0294,E00052,I00052,page_view,/products,,,2024-03-31
V000495,K0294,E00052,I00052,page_view,/spec-sheets,,,2024-04-01
V000496,K0294,E00052,I00052,page_view,/case-studies,,,2024-04-02
V000497,K0294,E00052,I00052,spec_download,,,,2024-04-03
V000498,K0294,E00052,I00052,quote_request,,,,2024-04-08
V000499,K0294,E00052,I00052,purchase,,,7700,2024-04-29
V000500,K0294,E00052,I00052,install,,,,2024-05-29
V000501,K0294,E00052,I00052,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2024-07-07
V000502,K0294,E00052,I00052,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2024-07-07
V000503,K0294,E00052,I00052,fault_report,,"drive wear and vibration, continuous three shift operation since install",,2025-02-01
V000504,K0294,E00052,I00052,ticket_open,,"drive wear and vibration, continuous three shift operation since install",,2025-02-01
V000505,K0294,E00052,I00052,feedback_given,,"no complaints, the line has kept pace all quarter",,2025-03-23
V000506,K0294,E00052,I00052,reorder,,,,2025-07-03
V000507,K0467,E00053,I00053,ad_click,/pricing,,,2024-10-20
V000508,K0467,E00053,I00053,page_view,/spec-sheets,,,2024-10-21
V000509,K0467,E00053,I00053,page_view,/pricing,,,2024-10-22
V000510,K0467,E00053,I00053,page_view,/spec-sheets,,,2024-10-23
V000511,K0467,E00053,I00053,quote_request,,,,2024-10-29
V000512,K0467,E00053,I00053,purchase,,,4100,2024-11-19
V000513,K0467,E00053,I00053,install,,,,2024-12-19
V000514,K0467,E00053,I00053,fault_report,,"drive wear and vibration, continuous three shift operation since install",,2025-04-03
V000515,K0467,E00053,I00053,ticket_open,,"drive wear and vibration, continuous three shift operation since install",,2025-04-03
V000516,K0467,E00053,I00053,feedback_given,,"too much downtime in hot weather, we lost a shift to it",,2025-04-12
V000517,K0467,E00053,I00053,lapse,,,,2026-01-23
V000518,K0351,E00054,I00054,ad_click,/pricing,,,2025-05-22
V000519,K0351,E00054,I00054,page_view,/products,,,2025-05-23
V000520,K0351,E00054,I00054,spec_download,,,,2025-05-26
V000521,K0351,E00054,I00054,quote_request,,,,2025-05-31
V000522,K0351,E00054,I00054,purchase,,,11600,2025-06-21
V000523,K0351,E00054,I00054,install,,,,2025-07-21
V000524,K0351,E00054,I00054,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-12-13
V000525,K0351,E00054,I00054,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-12-13
V000526,K0351,E00054,I00054,feedback_given,,"solid machine, support answered quickly when we asked",,2026-05-05
V000527,K0351,E00054,I00054,lapse,,,,2026-08-25
V000528,K0172,E00055,I00055,ad_click,/spec-sheets,,,2024-02-16
V000529,K0172,E00055,I00055,page_view,/case-studies,,,2024-02-17
V000530,K0172,E00055,I00055,quote_request,,,,2024-02-25
V000531,K0172,E00055,I00055,purchase,,,35250,2024-03-17
V000532,K0172,E00055,I00055,install,,,,2024-04-16
V000533,K0172,E00055,I00055,fault_report,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2024-06-05
V000534,K0172,E00055,I00055,ticket_open,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2024-06-05
V000535,K0172,E00055,I00055,reorder,,,,2025-05-21
V000536,K0277,E00056,I00056,ad_click,/pricing,,,2024-05-15
V000537,K0277,E00056,I00056,page_view,/spec-sheets,,,2024-05-16
V000538,K0277,E00056,I00056,quote_request,,,,2024-05-24
V000539,K0277,E00056,I00056,purchase,,,4500,2024-06-14
V000540,K0277,E00056,I00056,install,,,,2024-07-14
V000541,K0277,E00056,I00056,reorder,,,,2025-08-18
V000542,K0119,E00057,I00057,ad_click,/spec-sheets,,,2025-06-09
V000543,K0119,E00057,I00057,page_view,/contact,,,2025-06-10
V000544,K0119,E00057,I00057,page_view,/pricing,,,2025-06-11
V000545,K0119,E00057,I00057,page_view,/contact,,,2025-06-12
V000546,K0119,E00057,I00057,spec_download,,,,2025-06-13
V000547,K0119,E00057,I00057,quote_request,,,,2025-06-18
V000548,K0119,E00057,I00057,purchase,,,4250,2025-07-09
V000549,K0119,E00057,I00057,install,,,,2025-08-08
V000550,K0119,E00057,I00057,fault_report,,"drive wear and vibration, continuous three shift operation since install",,2025-12-26
V000551,K0119,E00057,I00057,ticket_open,,"drive wear and vibration, continuous three shift operation since install",,2025-12-26
V000552,K0119,E00057,I00057,feedback_given,,support took days to come back to us while the line was stopped,,2026-02-22
V000553,K0119,E00057,I00057,reorder,,,,2026-09-12
V000554,K0285,E00058,I00058,ad_click,/spec-sheets,,,2024-04-02
V000555,K0285,E00058,I00058,page_view,/pricing,,,2024-04-03
V000556,K0285,E00058,I00058,page_view,/case-studies,,,2024-04-04
V000557,K0285,E00058,I00058,page_view,/products,,,2024-04-05
V000558,K0285,E00058,I00058,spec_download,,,,2024-04-06
V000559,K0285,E00058,I00058,quote_request,,,,2024-04-11
V000560,K0285,E00058,I00058,purchase,,,7700,2024-05-02
V000561,K0285,E00058,I00058,install,,,,2024-06-01
V000562,K0285,E00058,I00058,fault_report,,"belt slippage and wear, machine never idles, wear parts replaced twice",,2025-02-16
V000563,K0285,E00058,I00058,ticket_open,,"belt slippage and wear, machine never idles, wear parts replaced twice",,2025-02-16
V000564,K0285,E00058,I00058,feedback_given,,"solid machine, support answered quickly when we asked",,2025-05-28
V000565,K0285,E00058,I00058,reorder,,,,2025-07-06
V000566,K0402,E00059,I00059,ad_click,/contact,,,2025-05-09
V000567,K0402,E00059,I00059,page_view,/contact,,,2025-05-10
V000568,K0402,E00059,I00059,spec_download,,,,2025-05-13
V000569,K0402,E00059,I00059,quote_request,,,,2025-05-18
V000570,K0402,E00059,I00059,purchase,,,9000,2025-06-08
V000571,K0402,E00059,I00059,install,,,,2025-07-08
V000572,K0402,E00059,I00059,fault_report,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-08-23
V000573,K0402,E00059,I00059,ticket_open,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-08-23
V000574,K0402,E00059,I00059,ticket_open,,"operator loaded above rated capacity, retrained the crew, no defect found",,2026-04-27
V000575,K0402,E00059,I00059,reorder,,,,2026-08-12
V000576,K0190,E00060,I00060,ad_click,/pricing,,,2025-01-21
V000577,K0190,E00060,I00060,page_view,/products,,,2025-01-22
V000578,K0190,E00060,I00060,page_view,/case-studies,,,2025-01-23
V000579,K0190,E00060,I00060,quote_request,,,,2025-01-30
V000580,K0190,E00060,I00060,purchase,,,11700,2025-02-20
V000581,K0190,E00060,I00060,install,,,,2025-03-22
V000582,K0190,E00060,I00060,feedback_given,,"no complaints, the line has kept pace all quarter",,2026-03-19
V000583,K0190,E00060,I00060,reorder,,,,2026-04-26
V000584,K0423,E00061,I00061,ad_click,/contact,,,2025-05-25
V000585,K0423,E00061,I00061,page_view,/pricing,,,2025-05-26
V000586,K0423,E00061,I00061,spec_download,,,,2025-05-29
V000587,K0423,E00061,I00061,quote_request,,,,2025-06-03
V000588,K0423,E00061,I00061,purchase,,,4500,2025-06-24
V000589,K0423,E00061,I00061,install,,,,2025-07-24
V000590,K0423,E00061,I00061,reorder,,,,2026-08-28
V000591,K0087,E00062,I00062,ad_click,/contact,,,2024-01-24
V000592,K0087,E00062,I00062,page_view,/case-studies,,,2024-01-25
V000593,K0087,E00062,I00062,spec_download,,,,2024-01-28
V000594,K0087,E00062,I00062,quote_request,,,,2024-02-02
V000595,K0087,E00062,I00062,purchase,,,11600,2024-02-23
V000596,K0087,E00062,I00062,install,,,,2024-03-24
V000597,K0087,E00062,I00062,reorder,,,,2025-04-28
V000598,K0003,E00063,I00063,ad_click,/spec-sheets,,,2024-12-04
V000599,K0003,E00063,I00063,page_view,/case-studies,,,2024-12-05
V000600,K0003,E00063,I00063,page_view,/case-studies,,,2024-12-06
V000601,K0003,E00063,I00063,spec_download,,,,2024-12-08
V000602,K0003,E00063,I00063,quote_request,,,,2024-12-13
V000603,K0003,E00063,I00063,purchase,,,54000,2025-01-03
V000604,K0003,E00063,I00063,install,,,,2025-02-02
V000605,K0003,E00063,I00063,feedback_given,,"solid machine, support answered quickly when we asked",,2026-06-10
V000606,K0003,E00063,I00063,reorder,,,,2026-03-09
V000607,K0306,E00064,I00064,ad_click,/contact,,,2024-12-25
V000608,K0306,E00064,I00064,page_view,/products,,,2024-12-26
V000609,K0306,E00064,I00064,spec_download,,,,2024-12-29
V000610,K0306,E00064,I00064,quote_request,,,,2025-01-03
V000611,K0306,E00064,I00064,purchase,,,26600,2025-01-24
V000612,K0306,E00064,I00064,install,,,,2025-02-23
V000613,K0306,E00064,I00064,reorder,,,,2026-03-30
V000614,K0140,E00065,I00065,ad_click,/pricing,,,2024-10-16
V000615,K0140,E00065,I00065,page_view,/case-studies,,,2024-10-17
V000616,K0140,E00065,I00065,page_view,/products,,,2024-10-18
V000617,K0140,E00065,I00065,spec_download,,,,2024-10-20
V000618,K0140,E00065,I00065,quote_request,,,,2024-10-25
V000619,K0140,E00065,I00065,purchase,,,27150,2024-11-15
V000620,K0140,E00065,I00065,install,,,,2024-12-15
V000621,K0140,E00065,I00065,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-10-01
V000622,K0140,E00065,I00065,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-10-01
V000623,K0140,E00065,I00065,fault_report,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-04-28
V000624,K0140,E00065,I00065,ticket_open,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-04-28
V000625,K0140,E00065,I00065,feedback_given,,"runs well, uptime has been excellent since commissioning",,2025-03-10
V000626,K0140,E00065,I00065,reorder,,,,2026-01-19
V000627,K0360,E00066,I00066,ad_click,/pricing,,,2024-07-23
V000628,K0360,E00066,I00066,page_view,/contact,,,2024-07-24
V000629,K0360,E00066,I00066,page_view,/products,,,2024-07-25
V000630,K0360,E00066,I00066,spec_download,,,,2024-07-27
V000631,K0360,E00066,I00066,quote_request,,,,2024-08-01
V000632,K0360,E00066,I00066,purchase,,,8200,2024-08-22
V000633,K0360,E00066,I00066,install,,,,2024-09-21
V000634,K0360,E00066,I00066,reorder,,,,2025-10-26
V000635,K0387,E00067,I00067,ad_click,/contact,,,2024-04-25
V000636,K0387,E00067,I00067,page_view,/spec-sheets,,,2024-04-26
V000637,K0387,E00067,I00067,page_view,/spec-sheets,,,2024-04-27
V000638,K0387,E00067,I00067,spec_download,,,,2024-04-29
